site,user,review_target,review,score,max_score
Rotten Tomatoes, ,Dune 2021,"This film, based on Frank Herbert’s novel of the same name, follows Paul, heir to the noble House Atreides, as his family takes control of the planet Arrakis, home to the mysterious Fremen. However, between the planet’s harsh climate, the threat of dangerous sandworms, and their ruthless enemies, the Harkonnens—who seek to control the invaluable spice found only on Arrakis—House Atreides finds itself waging a battle on two fronts, both political and military, in a war for peace, the future of their house, and the fate of the Imperium. Overall, due to it's breathtaking cinematography and expert direction (no one does it like Villeneuve) [looks beautiful, an impressive task for a film primarily set in a desert], Zimmer's epic score, immersive sound design, fluid, and well choreographed fight sequences, and rich lore with grandiose world-building, this movie is really good, and although it can feel a little slow or confusing at times (Usually due to heavy exposition), and the lack of action scenes (thankfully addressed in the sequel), I still enjoyed this feature, and found myself appreciating it even more upon a second viewing, and even though I slightly prefer Dune: Part Two, this picture is a fantastic introduction to the universe that I thoroughly enjoyed my time with.",4,5
Rotten Tomatoes,Peter V,Dune 2021,"Good movie, but some parts were boring, taking to long, but at the end one of the better movies that I saw that year.
And director Denis Villeneuve belongs to my top 10 list of directors.",3.5,5
Rotten Tomatoes, ,Dune 2021,"I can't put into words how good this film is, somehow had low expectations and boy was I wrong, Loved it and didn't even felt long",4,5
Rotten Tomatoes, ,Dune 2021,"Superb entertainment, epic soundtrack , highly watchable and re-watchable!",5,5
Rotten Tomatoes,Josh d,Dune 2021,"YES YES YES

YES YES YES

and guess what..

YES YES YES",5,5
Rotten Tomatoes, ,Dune 2021,"The best movie remake made to date, a masterpiece in every aspect.",5,5
Rotten Tomatoes,Tyler L,Dune 2021,Great movie and a great reboot.,5,5
Rotten Tomatoes,Gabriel K,Inception,Christopher Nolan never fails to deliver this is one of my favorite movies great writing great acting great score an immersive experience!!!,5,5
Rotten Tomatoes,Harry W,Inception,Absolute masterpiece. Do I need to say more?,5,5
Rotten Tomatoes,Gabriel K,Inception,"Crazy good movie

Inception blew my mind. The idea of dreams inside dreams was super cool, and the action scenes were awesome. It made me think a lot, but it was still fun to watch. The ending was wild, I’m still not sure what really happened, and I love that. Definitely one of the best movies I’ve seen.",5,5
Rotten Tomatoes,Osia T,Inception,"this is a must watch movie, especially if you're a fan of mind-bending movie. 10/10",5,5
Rotten Tomatoes,João Vinícius A,Inception,"Nolan is not a director I usually follow. But there was this film, and somehow it called to me as if to say ""I'm good, and you're going to love me."" He was right. It's a good film, I loved it, but the thing is: I only loved it for its 148 minutes, after that, little by little I forgot about it or started caring about other things. Inception didn't have the impact I would expect from the director named one of the best of our time, but it served up a feast of science fiction and action with the most beautiful formula.",4,5
Rotten Tomatoes,Wyatt S,Inception,Intelligently and intellectually stunning,4,5
Rotten Tomatoes,Frans B,Inception,"If you really feel like thinking for a change, watch this! Your mind will be working overtime to keep up, is a bit flustered, watch it again, and maybe again. You'll soon begin to doubt your own version of perception vs reality, guaranteed. Many layered reality is just one curious subject. Excellent in just about every way. Absolute must see",5,5
Rotten Tomatoes,Krish P,Inception,One of the best movies of all time Leonardo DiCaprio just shows that he is the greatest actor of all time and Christophe Nolan shows how well he can make complicated movies into cinematic classics.,5,5
Rotten Tomatoes,Mark B,Inception,It is a very well made movie but just too long to the point of I did not care.,3,5
Rotten Tomatoes,Rohan P,Inception,Great acting and an interesting plot. The only issue was the crazy plot armour.,4.5,5
Rotten Tomatoes,Brendan  M,Inception,"A modern masterpiece of cinema. A great story, outstanding action, direction, pacing and casting.",4.5,5
Rotten Tomatoes,Michael S,Inception,"It's a dream, within a dream within a dream... yawn",1,5
Rotten Tomatoes,Fer S,Inception,"Amazing! I did kind of lose my patience during the last half an hour. I wanted it to end.
But the plot is really good!",4,5
Rotten Tomatoes,Aditya S,Inception,"The movie is Nolan at its best. Expertly crafted dream sequences, an intriguing sci-fi concept with endless possibilities, well set up plot twists, a complex and well thought out plotline, an emotional arc for the main characters and amazing performances by the cast, specially Dicaprio and Cillian Murphy. It can get a bit confusing at times and feel emotionally detached, but the movie is a great watch for anyone who loves complex and mind bending sci fi movies.",4.5,5
Rotten Tomatoes,Markus L,Inception,My mind is but a construct of my own imagination,5,5
Rotten Tomatoes,Starlette A,Inception,Talulah Riley gets on my NERVE!!!!!,5,5
Rotten Tomatoes,Garrett B,Inception,"Inception is a thrilling spectacle with great visual effects, strong premise, and unforgettable performances.",5,5
Rotten Tomatoes, ,Inception,"Sorry to all who believe this to be the work of genius,  but bottom line, if I'd have known this director did Batman and Batman 2 I'd have never watched it. Bottom line, this is a tedious 2.5 hours of your typical Super Hero film - graphic and more  graphics in search of a story.",1.5,5
Rotten Tomatoes,Jens B,Inception,"""Inception"" is the first film I've seen by Christopher Nolan. Fifteen years ago, I was deeply impressed, and today—with a little more viewing experience—I still am. A key reason for this is probably my love of heist movies, and ""Inception"" is a very entertaining example of this genre. I also think the way the idea is implanted in Cillian Murphy's mind is very well done. And while Di Caprio's story bloats the film, it doesn't take the wind out of its sails. With a running time of almost three hours, I was never bored even after watching it for the fourth time.

Why this particular film became one of the biggest pop cultural events of the 2010s, I can't explain. For me, it's the fascinating paradox of Nolan as a filmmaker: He always manages to squeeze a lot of money out of big studios for rather cerebral ideas, or rather, sell them to a mainstream audience. He shoots on film in the traditional way, using VFX only where necessary, and even occasionally letting a train drive through a crowded street. His scripts are almost over-engineered, so much so that when you watch the film, you notice its architecture; the characters often say unnatural things and/or regularly throw in such obvious exposition/explanations/etc. that even the last person in the theater understands what's happening and why. This allows you to follow the film without thinking too much and simply have a good time.

Because, ultimately, I believe Nolan is all about creating emotions. In his very own, technocratic way. And that's also the reason why I've never understood why there are so many explainer videos about his films. What are they trying to explain to me about ""Inception""? Whether the spinning top falls or not? That question still leaves me cold to this day.",4,5
Rotten Tomatoes,JD L,Inception,This has to be the most incredible movie I’ve ever seen. It’s something that I’d love to watch over and over because there is so much that I want to dig deeper into. The idea is kind of trippy but I love it.,5,5
Rotten Tomatoes,Daniel T,Interstellar 2014,Definitely my favorite movie of all time,5,5
Rotten Tomatoes,Sergio A,Interstellar 2014,"I’m a fan of Nolan’s work, but I find this film to be highly overrated. The script feels contrived and overly sentimental, seemingly crafted more to emotionally manipulate the audience than to tell a coherent story. Despite a top-tier cast, the performances come off as surprisingly mediocre.",2.5,5
Rotten Tomatoes,Michael R,Interstellar 2014,Absolute Masterpiece!,5,5
Rotten Tomatoes, ,Interstellar 2014,Marvel is on a steep decline,1.5,5
Rotten Tomatoes, ,Interstellar 2014,Just as good as I remembered it. A true sci-fi film.,5,5
Rotten Tomatoes,Harry W,Interstellar 2014,"Visually stunning, emotional storytelling, clever concept. Yet another masterpiece from Nolan.",5,5
Rotten Tomatoes,Camden R,Interstellar 2014,Absolut Beauty and Incredible Masterpiece from Christopher Nolan!,5,5
Rotten Tomatoes, ,Interstellar 2014,Hermosa película la mejor de ciencia ficción que he visto tiene todo y te llena de sentimientos y con un vacío,5,5
Rotten Tomatoes,Sam R,Interstellar 2014,One of if not the best movie I have watched 10/10,5,5
Rotten Tomatoes,Lucas F,Interstellar 2014,"Interstellar isn’t just a sci-fi movie; it’s an experience. The visuals are insane, the soundtrack is unreal, and the story hits way deeper than you expect. Yeah, it’s a little complex at times, but that’s part of what makes it so good. It’s not just about space travel; it’s about love, time, and what we’re willing to sacrifice. Easily one of the most powerful films I’ve ever seen.",5,5
Rotten Tomatoes,Aalekh D,Interstellar 2014,"Interstellar is hands down my favorite movie. As someone who's deeply interested in science, space, and research, it completely blew my mind. The way it blends real scientific theories with emotional storytelling is just brilliant. Watching the characters travel through wormholes, experience time dilation, and explore unknown planets felt like a dream come true for a space enthusiast like me. It’s more than just a sci-fi movie—it made me think, wonder, and feel all at once.",5,5
Rotten Tomatoes,Fernando T,Interstellar 2014,The best Christopher Nolan film I love it,5,5
Rotten Tomatoes,Mohammed H,Interstellar 2014,Absolute must watch. Every time I watch this movie I'm just drawn into the world of Cooper.,5,5
Rotten Tomatoes, ,Interstellar 2014,Um dos melhores filmes de todos os tempos.,5,5
Rotten Tomatoes,Gabriel Martin G,Interstellar 2014,this Movie Is probably the Best Movie I have seen so Far. I would give this a 1000 Stars if I could,5,5
Rotten Tomatoes,Max W,Interstellar 2014,"Interstellar is a timeless sci-fi classic. With his signature narrative structure, editing, and visual language, Christopher Nolan brings an unprecedented sense of beauty and philosophical depth to the space film genre.",4.5,5
Rotten Tomatoes,Remy R,Interstellar 2014,absolute cinema......,5,5
Rotten Tomatoes,gorbo g,Interstellar 2014,mcconaug-hey there! he's in space!,4.5,5
Rotten Tomatoes,Wayne C,Interstellar 2014,Very good. Well made.,4,5
Rotten Tomatoes,Bob M,Interstellar 2014,"Honestly, it's pretty funny that the audience scores for this are the same as the Minecraft movie. That just goes to show how this platform might not be the best when regarding objective scores. But that's what IMDb is for. Still, incredible movie can't say nothing more.",5,5
Rotten Tomatoes,Melanie W,Fight Club,"A cult hit! Pitt at his best, the twist of all twists.",4.5,5
Rotten Tomatoes,Shaun M,Fight Club,First rule. That is all.. just the first rule.,5,5
Rotten Tomatoes,Thomas G,Fight Club,Brilliant movie. Brad Pitt and Edward Norton absolutely sizzle,5,5
Rotten Tomatoes,Ricardo B,Fight Club,"""Clube da Luta"" é um filme que eu realmente não saberia como classificar. E é justamente isso que o torna tão único e especial. Este é um filme, apenas isso. Na verdade, segundo a primeira regra do Clube da Luta, eu não deveria estar falando sobre nada disso. E segundo a segunda regra do Clube da Luta, eu não deveria estar falando sobre nada disso. Então, se vocês ainda não assistiu esse filme, assista. Não pesquise nada a respeito. Apenas assista. E me agradeça depois.",5,5
Rotten Tomatoes,Rich S,Fight Club,"Opening day in the cinema, this film blew my mind. Watched many times after and there are now little points that on first viewing you will miss. Standout performances from Norton, Pitt, Meatloaf and Helena Bonham. It's heavily quotable, sits neatly with the source material and leaves you wondering about soap and how safe your car is.",5,5
Rotten Tomatoes,Mel  S,Fight Club,I will never look at soap the same way again.,5,5
Rotten Tomatoes, ,Fight Club,A rare example of a film that gets better with age. Perfection.,5,5
Rotten Tomatoes, ,Fight Club,"It never bothers me to watch this movie. The endless replay-ability and overall enjoyment I get from this film is like no other. Brad Pitt and Edward Norton play their characters a little too well. It constantly keeps you engaged, especially scenes like them splicing movies and ""breaking the 4th wall"". The true message of this film is probably the best part. Knowing the meaning behind it and what comes from the ending makes you think time and time again about it. Do yourself a favor and please watch this film.",5,5
Rotten Tomatoes,Gabe R,Fight Club,A masterpiece and simply the best movie ever made,5,5
Rotten Tomatoes,Paul S,Fight Club,This movie was thrilling to the very end. I had so much fun watching it. I highly recommend it!,5,5
Rotten Tomatoes,Callum C,Fight Club,"“Fight Club” is a fascinating exploration of masculinity, consumerism, and mental health, capturing the anxieties of its time while remaining highly relevant today. The film critiques the predictability of modern life and the way consumer culture—now amplified by social media—has turned people into passive participants rather than active creators. In an increasingly feminized society, where is the masculine outlet?

The final act is particularly striking, illustrating how unchecked masculine ideals can turn toxic when left without purpose or direction. The film raises important questions: Why do men seek out struggle, conflict, or meaning in a world that no longer values traditional masculinity? And when that search fails, how does it manifest—through self-destruction, rebellion, or even violent crime? Fight Club doesn’t provide easy answers, but it forces us to confront the consequences of a society that offers men little space to express themselves in a way that feels meaningful.",5,5
Rotten Tomatoes,Mikas S,Fight Club,badass but at the same time an interesting take on mens mental health and toxic masculinity. all over great executed and fantastic cinematic easter egs. would 100% recommend a second watch at the minimum.,5,5
Rotten Tomatoes,Simon D,Fight Club,"A masterpiece of original techniques and ideas. One of those films that you talk about for hours and years after you watched it, clearly says what everyone has been thinking for ages (violence is a necessity and can be enjoyable through it's practicality and resulting capability), and gets better each time you watch it because you discover hidden meaning or deepen you understanding of others. Personally it shaped me as a person.",5,5
Rotten Tomatoes,K Y,Fight Club,"Every boys want a brother like Tyler Durden.
Fantastically adapted by David Fincher.",4,5
Rotten Tomatoes,Erick m,Fight Club,"Simplesmente fantástico, roteiro, fotografia, direção e trilha sonoras te proporcionam umas das melhores experiências audiovisuais da HISTÓRIA. O filme com o melhor plot.",5,5
Rotten Tomatoes,Riley M,Fight Club,"Mind-blowing and question inducing, this film checks all the boxes as one of the most entertaining and thought provoking films of the 21st century. An absolute epic",4.5,5
Rotten Tomatoes,Pedro B,Fight Club,"This a f****** masterpiece. One of my favorite movies of all time, is just...AWESOME",5,5
Rotten Tomatoes,Leprechaun K,Fight Club,One of Fincher's best.  This and Seven were made during his peak and then it went downhill from there.,4,5
Rotten Tomatoes,F P,Fight Club,"A movie able to capture the inner rebellion of many in its time, before everything else was dumbed down. The plot doesn't reveal itself until well into the third act, and you have to go back and watch it many times. Rewatch every scene with a critical eye, and the easterneggs will keep coming.",5,5
Rotten Tomatoes,Sten-Markus S,Fight Club,"Maybe one of the greatest plot-twist in movie history. The story went from 0 to 100 really quick. I almost fell asleep in the first parts of the movie, but turned me other way around real quick when I started to realize whats up.",5,5
Rotten Tomatoes,Jacob M,Pulp Fiction,An absolute master class in everything that is film.,5,5
Rotten Tomatoes,Megan D,Pulp Fiction,"Pulp Fiction (1994), directed by Quentin Tarantino, is a MUST WATCH masterpiece that redefined movies and still stands as one of the greatest films ever made. If you love gripping stories, unforgettable characters , iconic scenes. This is for you. The nonlinear plot weaves tales of hitmen Vincent (John Travolta) and Jules (Samuel L. Jackson), boxer Butch (Bruce Willis), and the magnetic Mia (Uma Thurman) into a thrilling, unpredictable ride. Tarantino’s razor-sharp dialogue, dark humor, and perfect blend of surf rock and soul music create a world you can’t look away from. It’s no surprise it won the Palme d’Or and an Oscar for Best Screenplay. Watch it to see why it’s a cultural icon that’s as fresh now as it was 30 years ago. Trust me, this is one film you’ll wish you’d seen sooner!",5,5
Rotten Tomatoes,Lucas F,Pulp Fiction,"Nonstop cool. The dialogue, the style, the way it jumps around in time. It’s Tarantino at his best. Every scene feels iconic. It’s chaotic, sharp, and unforgettable.",5,5
Rotten Tomatoes, ,Pulp Fiction,It's a great flick to experience for the first time and in theaters too. My boyfriend loved it. That's all that mattered.,5,5
Rotten Tomatoes,M M,Pulp Fiction,It hooks you in the opening scene and doesn't release you until the closing credits. A cinematic masterpiece.,5,5
Rotten Tomatoes,Fabian R,Pulp Fiction,Demasiado buena las tres historias maravillosas se pasa el tiempo rápido y usa muy bien la cámara y las perspectivas,5,5
Rotten Tomatoes,Gray W,Pulp Fiction,Not better than minecraft movie,0.5,5
Rotten Tomatoes,T D,Pulp Fiction,"Amazing cast, crazy turns, and twist events, this movie is hands down one of my favorites of all time.",5,5
Rotten Tomatoes,21 - Priyan B,Pulp Fiction,"Bit overrated but worth a watch.
Rating: 7.2/10",3.5,5
Rotten Tomatoes,Ian P,Pulp Fiction,My all-time favorite movie. A milestone in cinema history.,5,5
Rotten Tomatoes,Friendrick M,Pulp Fiction,"Pulp Fiction is a movie directed by Quentin Tarentino, the mains actors are John Travolta, Uma Thurman, Samuel L Jackson and Bruce Willis and it was released in 1994. 
In that movie we follow a lot of main characters that have different stories but they are all connected. We have the story of Vincent Vega, Jules and Marcellus Wallas who are hitmans then we have the story of Butch who is a Boxer that threatened Marcellus Wallas and finally the story of a couple of robbers that want to hold up a restaurant. The 3 stories are going to meet and will make only one. 
The acting is perfect, we know that the cast of that movie is only big heads of hollywood during that time. Vincent Vega is my personal favorite one because his character is just perfect for the manner that he plays. All the actors did such a good job and their plays sees really realistic. 
the Film technique are very complex like all other Tarentino movies. First the movie is composed by multiples chapters that don't have a link and they are introduced by an iconic music as always.
For the film message I would say that it don't really have one but it's such an amazing movie ! Even tho it lasts 3 hours you won't be bored ! The thing that makes me love that movie is the film technique with the chapters and you should watch it !",4,5
Rotten Tomatoes,Mik F,Pulp Fiction,A masterpiece. Great movie,5,5
Rotten Tomatoes,DYzerr! :,Pulp Fiction,Film nya seru banyak aksi tembak tembakan,5,5
Rotten Tomatoes,Ritchie G,Pulp Fiction,"Very Interesting movie, they have a science fiction inside.",4.5,5
Rotten Tomatoes,Julius B,Pulp Fiction,"This is the Exact movie I was looking for, 90's Movies like this never disappoint me!",5,5
Rotten Tomatoes, ,Pulp Fiction,"Samuel Jackson makes the entire film breathe life. He is the most memorable character specifically with the most memorable line delivery to make it timeless. Next would be the unforgettable overdose scenes with Uma and Travolta. Funny, fast, cult classic.",5,5
Rotten Tomatoes,Saleh S,Pulp Fiction,"Absolutel cinema , another movie from tarantino and probably his best movie , great story great acting and great directing all these built this masterpiece",5,5
Rotten Tomatoes,Jack S,Pulp Fiction,Best movie of all time!!!,5,5
Rotten Tomatoes,Laze T,Pulp Fiction,"Its just a well produced movie, just really well produced",5,5
Rotten Tomatoes,Tommy B,Pulp Fiction,Amazing all time classic. This film shows some of Tarantino’s best work. Love the cast too.,4.5,5
Rotten Tomatoes,Ana Paola L,Forrest Gump,"Forrest Gump is a great movie, it gives the audience a great message to just keep pushing yourself, but most importantly to stay true to yourself. Also, the movie gives you a message to love unconditionally. It gives you everything in one movie, a motivational massage, drama, comedy, and a bunch of emotions in just one film. The innocence that Forrest carries thought out the movie even on difficult times is just one of the many factors that makes this movie incredible.",5,5
Rotten Tomatoes,Ivan A,Forrest Gump,"Forrest Gump is one of the best movies I have ever watched. The pacing, the storytelling, and the satisfaction the audience feels when the characters feel happy, because we actually care about them. 10/10, I don't understand the people who find this boring.",5,5
Rotten Tomatoes,21 - Priyan B,Forrest Gump,"An excellent feel-good film.
Rating: 9/10",4.5,5
Rotten Tomatoes,Lucas F,Forrest Gump,"A wild journey through history, heartbreak, and humanity. Tom Hanks carries the whole thing with so much heart. It’s funny, it’s sad, and somehow it all works. Timeless.",5,5
Rotten Tomatoes,Noah G,Forrest Gump,"With one of the most interesting stories of all time, humor that lands often, and extremely likable characters, this movie is a fun-filled tear jerker! Top 5 movie for sure!",5,5
Rotten Tomatoes,J M,Forrest Gump,"Explores interesting themes and glad I watched. Left me feeling deflated, but there were aspects of hope. Jenny was a horrible character and was never confronted for her behaviour, not even by Forrest's mum. Some recognition of this would have been cathartic for the audience, a token of justice for Forrest's character, however minute.",3.5,5
Rotten Tomatoes,Elena G,Forrest Gump,A personal favorite and outright classic. Nothing like seeing history through the eyes of someone so woefully innocent and yet so spectacularly involved.,5,5
Rotten Tomatoes,John  R,Forrest Gump,Its in the top 10 best movies ever made,5,5
Rotten Tomatoes,Fabian R,Forrest Gump,De las mejores de la historia muy bueno me encanta tiene todo lo que busco,5,5
Rotten Tomatoes,Chase S,Forrest Gump,My favorite movie ever!,5,5
Rotten Tomatoes,Jaime A,Forrest Gump,"My second favorite movie of all time, this movie is one that made me cry, Tom Hanks as Forrest Gump is incredible, and the movie far from the message is incredible, loved it and will love forever.",5,5
Rotten Tomatoes,Chris H,Forrest Gump,"Alright, so in my opinion, Forrest Gump is hands-down the best movie ever made—no contest. It’s the only flick that hits every single vibe: it makes you laugh, cry, feel angry, sad, and straight-up stoked. Like, it’s a full-on emotional ride from start to finish.

Tom Hanks as Forrest is next level. The dude just lives his life, keeps it simple, and somehow ends up being part of all this crazy, historic stuff. He’s got this epic love for Jenny (Robin Wright), but let’s be real—Jenny treats Forrest like absolute trash. She’s out there making bad choices, leaving him behind, and only comes back when she’s at rock bottom. Honestly, she’s the real villain of the story because of how bad she treats him. But somehow, Forrest still loves her, and that’s what makes his character so pure and unshakable.

What really makes Forrest Gump stand out is how it just nails every feeling. One second you’re cracking up over his shrimp talk, the next you’re tearing up during the heavy moments. It’s deep, but it doesn’t shove it in your face—just like, “Here’s life. Deal with it.” And man, the soundtrack? Absolute fire.

If you haven’t seen it, you’re seriously missing out. It’s a straight classic that’s gonna hit you in ways you don’t expect. Life’s like a box of chocolates, dude—you never know what you’re gonna get, but this movie’s a guaranteed banger.",5,5
Rotten Tomatoes,Ricardo B,Forrest Gump,"Eu tenho uma lista muito seleta de filmes que eu considero verdadeiramente mágicos. Esse é um dos filmes dessa lista. A história é levemente clichê e previsível? Sim, um pouco. A narrativa, em partes, é melodramática e emocionalmente manipuladora? Às vezes. E este filme, mesmo imperfeito, devia ter levado o Oscar de Melhor Filme no lugar de ""Um Sonho de Liberdade"" (1994)? Provelmente, não. Mas é indiscutível, inegável e inevitável a magia de ""Forrest Gump: O Contador de Histórias"". E essa magia é resultado da inovadora mente de Robert Zemeckis, um diretor que, ao longo de sua carreira, frequentemente arriscou e levou além as tecnologias de efeitos viuais, da linda trilha sonora de Alan Silvestri e da simplória e, ao mesmo tempo, profundamente complexa atuação de Tom Hanks.",4.5,5
Rotten Tomatoes,Mitchell S,Forrest Gump,"Even 20 years later, this film is still a heartwarming masterpiece. Every line is iconic, history is showcased (in an interesting way), and its title character is a model of people we need more of these days. Plus, Tom Hanks kills this performance.",5,5
Rotten Tomatoes,Quinn  D,Forrest Gump,OH MY LORD THIS IS THE GREATEST PIECE OF MEDIA EVER CONCEIVED BG YHE GREAT HANDS OF GOD THIS IS A MASTERPIECE FOR THE AGES THIS TRANSCENDS MODERN MEDIA AND ANYBOTHET MOVIE IT IS PHENOMAL AND SO POWERFUL TO TUE SOUL.,5,5
Rotten Tomatoes,Kenji C,Forrest Gump,Filmaço com tom hanks brilhando na atuação e um final que não dá para alguem não chorar ali,5,5
Rotten Tomatoes, ,Forrest Gump,Makes a fantastic spaz!,5,5
Rotten Tomatoes,Kevin M,Forrest Gump,"One of the greatest films of the '90s and a role of a lifetime for Tom Hanks. I know it's a bit of a silly premise but it just works in every way. Tremendous cast including Hanks, Sally Field, Robin Wright (Jenny) and of course Gary Sinise as Lieutenant Dan. All these roles were so memorable!",5,5
Rotten Tomatoes,Sam R,Forrest Gump,Literally the greatest movie of all time,5,5
Rotten Tomatoes,ceci h,Forrest Gump,"One of those movies I never get tired of watching. It feels like a warm hug in movie form—funny, heartbreaking, and with such a beautiful message about life and fate. Tom Hanks is amazing, the soundtrack is perfect, and there’s just something about it that always leaves me feeling cozy and nostalgic. If you haven’t seen it yet, do yourself a favor and watch it.",5,5
Rotten Tomatoes,Benny D,The Godfather,Its ok i guess needs better acting and a less predictable plot,3,5
Rotten Tomatoes,David Manuel R,The Godfather,"A total classic, one of the best movies",5,5
Rotten Tomatoes,Chris B,The Godfather,"Easily the best movie I have ever seen, I have watched it 30 times , brilliant, the actors are the best of the best",5,5
Rotten Tomatoes,Allie P,The Godfather,"The movie shows how power can change a person and i really like character development he made. He starts off as someone who wants to stay out of the family business, but by the end, he’s fully in charge and maybe scarier than his father. The lighting, music, and acting all help show that transformation. Had sometimes where I was confused like when the girl he married gets blown up in the car and then a few minutes he is back at home asking a girl to be with him.",4,5
Rotten Tomatoes,The Warrior Draws F,The Godfather,Well made and great story telling 10/10,5,5
Rotten Tomatoes,Lucas F,The Godfather,"The Godfather might be the most well-crafted mafia film of all time. The acting, the atmosphere, the slow-burn storytelling; it’s pure cinema. Every scene is meaningful and iconic. While Goodfellas is still my personal favorite, The Godfather is a masterpiece in its own right.",5,5
Rotten Tomatoes,Joseph B,The Godfather,One of the greatest films ever made. The reviewer GRAY W is an absolute moron stating the Minecraft movie is better. I created an account just to troll GRAY W. YOU SUCK.,5,5
Rotten Tomatoes,Renadri G,The Godfather,"Excellent movie, I really liked the plot",5,5
Rotten Tomatoes,Jeeva B,The Godfather,I will never understand why everyone says this is the greatest movie of all time its so boring I thought movies wre supposed to be entertaining,1.5,5
Rotten Tomatoes,AJ Q,The Godfather,It insists upon itself,0.5,5
